region_id,name,country
R04996,Warsaw,PL
R04997,Bergen,NO
R04998,Oslo,NO
R04999,Stavanger,NO
R05000,Hamburg,DE
R05001,Stavanger,NO
R05002,Helsinki,FI
R05003,Bergen,NO
R05004,Viken,NO
R05005,Helsinki,FI
R05006,Hamburg,DE
R05007,Rogaland,NO
R05008,Stavanger,NO
R05009,Hamburg,DE
R05010,Copenhagen,DK
R05011,Hamburg,DE
R05012,Warsaw,PL
R05013,Stavanger,NO
R05014,Stavanger,NO
R05015,Hamburg,DE
R05016,Oslo,NO
R05017,Trondheim,NO
R05018,Helsinki,FI
R05019,Warsaw,PL
R05020,Stavanger,NO
R05021,Copenhagen,DK
R05022,Warsaw,PL
R05023,Bergen,NO
R05024,Hamburg,DE
R05025,Rogaland,NO
R05026,Rogaland,NO
R05027,Rogaland,NO
R05028,Bergen,NO
R05029,Stavanger,NO
R05030,Stavanger,NO
R05031,Bergen,NO
R05032,Oslo,NO
R05033,Hamburg,DE
R05034,Copenhagen,DK
R05035,Helsinki,FI
R05036,Hamburg,DE
R05037,Stavanger,NO
R05038,Copenhagen,DK
R05039,Warsaw,PL
R05040,Helsinki,FI
R05041,Hamburg,DE
R05042,Helsinki,FI
R05043,Hamburg,DE
R05044,Trondheim,NO
R05045,Oslo,NO
R05046,Helsinki,FI
R05047,Oslo,NO
R05048,Rogaland,NO
R05049,Rogaland,NO
R05050,Warsaw,PL
R05051,Rogaland,NO
R05052,Bergen,NO
R05053,Bergen,NO
R05054,Trondheim,NO
R05055,Oslo,NO
R05056,Rogaland,NO
R05057,Rogaland,NO
R05058,Warsaw,PL
R05059,Stavanger,NO
R05060,Copenhagen,DK
R05061,Rogaland,NO
R05062,Helsinki,FI
R05063,Copenhagen,DK
R05064,Hamburg,DE
R05065,Stavanger,NO
R05066,Stavanger,NO
R05067,Copenhagen,DK
R05068,Rogaland,NO
R05069,Viken,NO
R05070,Oslo,NO
R05071,Stavanger,NO
R05072,Warsaw,PL
R05073,Trondheim,NO
R05074,Helsinki,FI
R05075,Copenhagen,DK
R05076,Oslo,NO
R05077,Rogaland,NO
R05078,Trondheim,NO
R05079,Helsinki,FI
R05080,Copenhagen,DK
R05081,Warsaw,PL
R05082,Hamburg,DE
R05083,Oslo,NO
R05084,Bergen,NO
R05085,Rogaland,NO
R05086,Trondheim,NO
R05087,Warsaw,PL
R05088,Stavanger,NO
R05089,Trondheim,NO
R05090,Oslo,NO
R05091,Trondheim,NO
R05092,Trondheim,NO
R05093,Oslo,NO
R05094,Bergen,NO
R05095,Viken,NO
R05096,Hamburg,DE
R05097,Hamburg,DE
R05098,Rogaland,NO
R05099,Bergen,NO
R05100,Viken,NO
R05101,Copenhagen,DK
R05102,Rogaland,NO
R05103,Copenhagen,DK
R05104,Stavanger,NO
R05105,Helsinki,FI
R05106,Trondheim,NO
R05107,Stavanger,NO
R05108,Copenhagen,DK
R05109,Helsinki,FI
R05110,Helsinki,FI
R05111,Oslo,NO
R05112,Stavanger,NO
R05113,Oslo,NO
R05114,Stavanger,NO
R05115,Trondheim,NO
R05116,Viken,NO
R05117,Stavanger,NO
R05118,Trondheim,NO
R05119,Warsaw,PL
R05120,Trondheim,NO
R05121,Stavanger,NO
R05122,Hamburg,DE
R05123,Rogaland,NO
R05124,Oslo,NO
R05125,Oslo,NO
R05126,Stavanger,NO
R05127,Viken,NO
R05128,Oslo,NO
R05129,Warsaw,PL
R05130,Rogaland,NO
R05131,Trondheim,NO
R05132,Rogaland,NO
R05133,Hamburg,DE
R05134,Copenhagen,DK
R05135,Hamburg,DE
R05136,Warsaw,PL
R05137,Copenhagen,DK
R05138,Hamburg,DE
R05139,Copenhagen,DK
R05140,Bergen,NO
R05141,Trondheim,NO
R05142,Warsaw,PL
R05143,Copenhagen,DK
R05144,Stavanger,NO
R05145,Bergen,NO
R05146,Hamburg,DE
R05147,Bergen,NO
R05148,Oslo,NO
R05149,Trondheim,NO
R05150,Trondheim,NO
R05151,Rogaland,NO
R05152,Stavanger,NO
R05153,Copenhagen,DK
R05154,Viken,NO
R05155,Bergen,NO
R05156,Copenhagen,DK
R05157,Hamburg,DE
R05158,Helsinki,FI
R05159,Warsaw,PL
R05160,Oslo,NO
R05161,Warsaw,PL
R05162,Stavanger,NO
R05163,Copenhagen,DK
R05164,Stavanger,NO
R05165,Copenhagen,DK
R05166,Hamburg,DE
R05167,Hamburg,DE
R05168,Stavanger,NO
R05169,Oslo,NO
R05170,Oslo,NO
R05171,Bergen,NO
R05172,Trondheim,NO
R05173,Viken,NO
R05174,Warsaw,PL
R05175,Warsaw,PL
R05176,Warsaw,PL
R05177,Bergen,NO
R05178,Oslo,NO
R05179,Bergen,NO
R05180,Rogaland,NO
R05181,Copenhagen,DK
R05182,Oslo,NO
R05183,Warsaw,PL
R05184,Trondheim,NO
R05185,Viken,NO
R05186,Hamburg,DE
R05187,Stavanger,NO
R05188,Bergen,NO
R05189,Warsaw,PL
R05190,Copenhagen,DK
R05191,Copenhagen,DK
R05192,Bergen,NO
R05193,Copenhagen,DK
R05194,Viken,NO
R05195,Viken,NO
R05196,Viken,NO
R05197,Warsaw,PL
R05198,Helsinki,FI
R05199,Stavanger,NO
R05200,Helsinki,FI
R05201,Warsaw,PL
R05202,Stavanger,NO
R05203,Bergen,NO
R05204,Warsaw,PL
R05205,Warsaw,PL
R05206,Warsaw,PL
R05207,Rogaland,NO
R05208,Hamburg,DE
R05209,Warsaw,PL
R05210,Viken,NO
R05211,Stavanger,NO
R05212,Bergen,NO
R05213,Stavanger,NO
R05214,Stavanger,NO
R05215,Hamburg,DE
R05216,Oslo,NO
R05217,Rogaland,NO
R05218,Rogaland,NO
R05219,Rogaland,NO
R05220,Hamburg,DE
R05221,Warsaw,PL
R05222,Bergen,NO
R05223,Copenhagen,DK
R05224,Viken,NO
R05225,Copenhagen,DK
R05226,Copenhagen,DK
R05227,Copenhagen,DK
R05228,Copenhagen,DK
R05229,Bergen,NO
R05230,Stavanger,NO
R05231,Warsaw,PL
R05232,Oslo,NO
R05233,Helsinki,FI
R05234,Copenhagen,DK
R05235,Hamburg,DE
R05236,Rogaland,NO
R05237,Helsinki,FI
R05238,Oslo,NO
R05239,Bergen,NO
R05240,Rogaland,NO
R05241,Stavanger,NO
R05242,Bergen,NO
R05243,Trondheim,NO
R05244,Warsaw,PL
R05245,Stavanger,NO
R05246,Stavanger,NO
R05247,Copenhagen,DK
R05248,Oslo,NO
R05249,Hamburg,DE
R05250,Hamburg,DE
R05251,Warsaw,PL
R05252,Stavanger,NO
R05253,Stavanger,NO
R05254,Oslo,NO
R05255,Stavanger,NO
R05256,Stavanger,NO
R05257,Viken,NO
R05258,Stavanger,NO
R05259,Copenhagen,DK
R05260,Hamburg,DE
R05261,Oslo,NO
R05262,Hamburg,DE
R05263,Warsaw,PL
R05264,Copenhagen,DK
R05265,Warsaw,PL
R05266,Oslo,NO
R05267,Helsinki,FI
R05268,Warsaw,PL
R05269,Bergen,NO
R05270,Hamburg,DE
R05271,Helsinki,FI
R05272,Viken,NO
R05273,Oslo,NO
R05274,Rogaland,NO
R05275,Copenhagen,DK
R05276,Oslo,NO
R05277,Rogaland,NO
R05278,Oslo,NO
R05279,Oslo,NO
R05280,Warsaw,PL
R05281,Oslo,NO
R05282,Stavanger,NO
R05283,Bergen,NO
R05284,Helsinki,FI
R05285,Rogaland,NO
R05286,Rogaland,NO
R05287,Oslo,NO
R05288,Viken,NO
R05289,Stavanger,NO
R05290,Warsaw,PL
R05291,Hamburg,DE
R05292,Trondheim,NO
R05293,Oslo,NO
R05294,Trondheim,NO
R05295,Rogaland,NO
R05296,Warsaw,PL
R05297,Copenhagen,DK
R05298,Rogaland,NO
R05299,Hamburg,DE
R05300,Rogaland,NO
R05301,Oslo,NO
R05302,Viken,NO
R05303,Hamburg,DE
R05304,Bergen,NO
R05305,Copenhagen,DK
R05306,Rogaland,NO
R05307,Copenhagen,DK
R05308,Copenhagen,DK
R05309,Stavanger,NO
R05310,Hamburg,DE
R05311,Hamburg,DE
R05312,Helsinki,FI
R05313,Helsinki,FI
R05314,Helsinki,FI
R05315,Copenhagen,DK
R05316,Stavanger,NO
R05317,Oslo,NO
R05318,Helsinki,FI
R05319,Copenhagen,DK
R05320,Oslo,NO
R05321,Helsinki,FI
R05322,Stavanger,NO
R05323,Oslo,NO
R05324,Viken,NO
R05325,Oslo,NO
R05326,Copenhagen,DK
R05327,Copenhagen,DK
R05328,Bergen,NO
R05329,Trondheim,NO
R05330,Hamburg,DE
R05331,Trondheim,NO
R05332,Oslo,NO
R05333,Rogaland,NO
R05334,Stavanger,NO
R05335,Helsinki,FI
R05336,Rogaland,NO
R05337,Rogaland,NO
R05338,Stavanger,NO
R05339,Rogaland,NO
R05340,Bergen,NO
R05341,Warsaw,PL
R05342,Rogaland,NO
R05343,Warsaw,PL
R05344,Bergen,NO
R05345,Warsaw,PL
R05346,Warsaw,PL
R05347,Stavanger,NO
R05348,Helsinki,FI
R05349,Oslo,NO
R05350,Copenhagen,DK
R05351,Helsinki,FI
R05352,Trondheim,NO
R05353,Oslo,NO
R05354,Oslo,NO
R05355,Hamburg,DE
R05356,Trondheim,NO
R05357,Helsinki,FI
R05358,Warsaw,PL
R05359,Copenhagen,DK
R05360,Stavanger,NO
R05361,Bergen,NO
R05362,Stavanger,NO
R05363,Oslo,NO
R05364,Trondheim,NO
R05365,Rogaland,NO
R05366,Stavanger,NO
R05367,Stavanger,NO
R05368,Oslo,NO
R05369,Stavanger,NO
R05370,Bergen,NO
R05371,Viken,NO
R05372,Stavanger,NO
R05373,Hamburg,DE
R05374,Warsaw,PL
R05375,Hamburg,DE
R05376,Viken,NO
R05377,Rogaland,NO
R05378,Oslo,NO
R05379,Stavanger,NO
R05380,Bergen,NO
R05381,Trondheim,NO
R05382,Oslo,NO
R05383,Copenhagen,DK
R05384,Helsinki,FI
R05385,Copenhagen,DK
R05386,Hamburg,DE
R05387,Oslo,NO
R05388,Bergen,NO
R05389,Warsaw,PL
R05390,Warsaw,PL
R05391,Hamburg,DE
R05392,Oslo,NO
R05393,Helsinki,FI
R05394,Oslo,NO
R05395,Bergen,NO
R05396,Oslo,NO
R05397,Warsaw,PL
R05398,Rogaland,NO
R05399,Helsinki,FI
R05400,Hamburg,DE
R05401,Bergen,NO
R05402,Copenhagen,DK
R05403,Oslo,NO
R05404,Stavanger,NO
R05405,Hamburg,DE
R05406,Rogaland,NO
R05407,Helsinki,FI
R05408,Stavanger,NO
R05409,Viken,NO
R05410,Warsaw,PL
R05411,Bergen,NO
R05412,Trondheim,NO
R05413,Viken,NO
R05414,Helsinki,FI
R05415,Hamburg,DE
R05416,Copenhagen,DK
R05417,Viken,NO
R05418,Rogaland,NO
R05419,Copenhagen,DK
R05420,Warsaw,PL
R05421,Helsinki,FI
R05422,Rogaland,NO
R05423,Hamburg,DE
R05424,Hamburg,DE
R05425,Helsinki,FI
R05426,Viken,NO
R05427,Trondheim,NO
R05428,Viken,NO
R05429,Rogaland,NO
R05430,Bergen,NO
R05431,Hamburg,DE
R05432,Viken,NO
R05433,Hamburg,DE
R05434,Rogaland,NO
R05435,Bergen,NO
R05436,Copenhagen,DK
R05437,Bergen,NO
R05438,Bergen,NO
R05439,Oslo,NO
R05440,Rogaland,NO
R05441,Viken,NO
R05442,Rogaland,NO
R05443,Rogaland,NO
R05444,Rogaland,NO
R05445,Copenhagen,DK
R05446,Copenhagen,DK
R05447,Trondheim,NO
R05448,Trondheim,NO
R05449,Oslo,NO
R05450,Copenhagen,DK
R05451,Helsinki,FI
R05452,Viken,NO
R05453,Hamburg,DE
R05454,Rogaland,NO
R05455,Rogaland,NO
R05456,Bergen,NO
R05457,Warsaw,PL
R05458,Trondheim,NO
R05459,Bergen,NO
R05460,Warsaw,PL
R05461,Oslo,NO
R05462,Stavanger,NO
R05463,Helsinki,FI
R05464,Oslo,NO
R05465,Trondheim,NO
R05466,Hamburg,DE
R05467,Bergen,NO
R05468,Trondheim,NO
R05469,Viken,NO
R05470,Hamburg,DE
R05471,Warsaw,PL
R05472,Warsaw,PL
R05473,Helsinki,FI
R05474,Stavanger,NO
R05475,Viken,NO
R05476,Helsinki,FI
R05477,Stavanger,NO
R05478,Warsaw,PL
R05479,Bergen,NO
R05480,Trondheim,NO
R05481,Copenhagen,DK
R05482,Trondheim,NO
R05483,Stavanger,NO
R05484,Hamburg,DE
R05485,Copenhagen,DK
R05486,Rogaland,NO
R05487,Helsinki,FI
R05488,Oslo,NO
R05489,Rogaland,NO
R05490,Stavanger,NO
R05491,Stavanger,NO
R05492,Hamburg,DE
R05493,Trondheim,NO
R05494,Viken,NO
R05495,Oslo,NO
R05496,Viken,NO
R05497,Helsinki,FI
R05498,Viken,NO
R05499,Viken,NO
R05500,Warsaw,PL
R05501,Copenhagen,DK
R05502,Helsinki,FI
R05503,Rogaland,NO
R05504,Stavanger,NO
R05505,Viken,NO
R05506,Bergen,NO
R05507,Warsaw,PL
R05508,Hamburg,DE
R05509,Rogaland,NO
R05510,Warsaw,PL
R05511,Rogaland,NO
R05512,Viken,NO
R05513,Helsinki,FI
R05514,Warsaw,PL
R05515,Hamburg,DE
R05516,Bergen,NO
R05517,Rogaland,NO
R05518,Rogaland,NO
R05519,Hamburg,DE
R05520,Copenhagen,DK
R05521,Stavanger,NO
R05522,Oslo,NO
R05523,Copenhagen,DK
R05524,Oslo,NO
R05525,Trondheim,NO
R05526,Rogaland,NO
R05527,Warsaw,PL
R05528,Bergen,NO
R05529,Oslo,NO
R05530,Warsaw,PL
R05531,Oslo,NO
R05532,Helsinki,FI
R05533,Copenhagen,DK
R05534,Oslo,NO
R05535,Stavanger,NO
R05536,Hamburg,DE
R05537,Viken,NO
R05538,Viken,NO
R05539,Copenhagen,DK
R05540,Bergen,NO
R05541,Viken,NO
R05542,Helsinki,FI
R05543,Trondheim,NO
R05544,Viken,NO
R05545,Rogaland,NO
R05546,Rogaland,NO
R05547,Oslo,NO
R05548,Warsaw,PL
R05549,Hamburg,DE
R05550,Stavanger,NO
R05551,Helsinki,FI
R05552,Bergen,NO
R05553,Viken,NO
R05554,Warsaw,PL
R05555,Rogaland,NO
R05556,Viken,NO
R05557,Oslo,NO
R05558,Hamburg,DE
R05559,Trondheim,NO
R05560,Copenhagen,DK
R05561,Bergen,NO
R05562,Copenhagen,DK
R05563,Bergen,NO
R05564,Bergen,NO
R05565,Copenhagen,DK
R05566,Bergen,NO
R05567,Trondheim,NO
R05568,Warsaw,PL
R05569,Warsaw,PL
R05570,Copenhagen,DK
R05571,Viken,NO
R05572,Hamburg,DE
R05573,Trondheim,NO
R05574,Trondheim,NO
R05575,Helsinki,FI
R05576,Rogaland,NO
R05577,Trondheim,NO
R05578,Trondheim,NO
R05579,Warsaw,PL
R05580,Helsinki,FI
R05581,Helsinki,FI
R05582,Oslo,NO
R05583,Rogaland,NO
R05584,Copenhagen,DK
R05585,Bergen,NO
R05586,Stavanger,NO
R05587,Trondheim,NO
R05588,Rogaland,NO
R05589,Stavanger,NO
R05590,Trondheim,NO
R05591,Oslo,NO
R05592,Copenhagen,DK
R05593,Bergen,NO
R05594,Hamburg,DE
R05595,Oslo,NO
R05596,Trondheim,NO
R05597,Bergen,NO
R05598,Trondheim,NO
R05599,Stavanger,NO
R05600,Copenhagen,DK
R05601,Oslo,NO
R05602,Stavanger,NO
R05603,Bergen,NO
R05604,Warsaw,PL
R05605,Warsaw,PL
R05606,Copenhagen,DK
R05607,Stavanger,NO
R05608,Trondheim,NO
R05609,Trondheim,NO
R05610,Warsaw,PL
R05611,Copenhagen,DK
R05612,Trondheim,NO
R05613,Bergen,NO
R05614,Oslo,NO
R05615,Warsaw,PL
R05616,Oslo,NO
R05617,Rogaland,NO
R05618,Hamburg,DE
R05619,Viken,NO
R05620,Rogaland,NO
R05621,Rogaland,NO
R05622,Copenhagen,DK
R05623,Copenhagen,DK
R05624,Oslo,NO
R05625,Viken,NO
R05626,Bergen,NO
R05627,Hamburg,DE
R05628,Oslo,NO
R05629,Hamburg,DE
R05630,Hamburg,DE
R05631,Hamburg,DE
R05632,Hamburg,DE
R05633,Copenhagen,DK
R05634,Oslo,NO
R05635,Trondheim,NO
R05636,Warsaw,PL
R05637,Copenhagen,DK
R05638,Stavanger,NO
R05639,Copenhagen,DK
R05640,Viken,NO
R05641,Rogaland,NO
R05642,Bergen,NO
R05643,Bergen,NO
R05644,Bergen,NO
R05645,Viken,NO
R05646,Copenhagen,DK
R05647,Bergen,NO
R05648,Oslo,NO
R05649,Stavanger,NO
R05650,Warsaw,PL
R05651,Stavanger,NO
R05652,Bergen,NO
R05653,Stavanger,NO
R05654,Copenhagen,DK
R05655,Viken,NO
R05656,Rogaland,NO
R05657,Helsinki,FI
R05658,Trondheim,NO
R05659,Bergen,NO
R05660,Hamburg,DE
R05661,Oslo,NO
R05662,Copenhagen,DK
R05663,Bergen,NO
R05664,Oslo,NO
R05665,Rogaland,NO
R05666,Warsaw,PL
R05667,Warsaw,PL
R05668,Warsaw,PL
R05669,Hamburg,DE
R05670,Viken,NO
R05671,Viken,NO
R05672,Bergen,NO
R05673,Warsaw,PL
R05674,Hamburg,DE
R05675,Warsaw,PL
R05676,Stavanger,NO
R05677,Copenhagen,DK
R05678,Stavanger,NO
R05679,Warsaw,PL
R05680,Bergen,NO
R05681,Copenhagen,DK
R05682,Warsaw,PL
R05683,Copenhagen,DK
R05684,Hamburg,DE
R05685,Stavanger,NO
R05686,Viken,NO
R05687,Warsaw,PL
R05688,Hamburg,DE
R05689,Trondheim,NO
R05690,Copenhagen,DK
R05691,Hamburg,DE
R05692,Rogaland,NO
R05693,Bergen,NO
R05694,Bergen,NO
R05695,Trondheim,NO
R05696,Oslo,NO
R05697,Copenhagen,DK
R05698,Rogaland,NO
R05699,Helsinki,FI
R05700,Copenhagen,DK
R05701,Hamburg,DE
R05702,Warsaw,PL
R05703,Bergen,NO
R05704,Stavanger,NO
R05705,Warsaw,PL
R05706,Rogaland,NO
R05707,Bergen,NO
R05708,Viken,NO
R05709,Warsaw,PL
R05710,Warsaw,PL
R05711,Warsaw,PL
R05712,Oslo,NO
R05713,Oslo,NO
R05714,Bergen,NO
R05715,Oslo,NO
R05716,Viken,NO
R05717,Warsaw,PL
R05718,Rogaland,NO
R05719,Rogaland,NO
R05720,Copenhagen,DK
R05721,Warsaw,PL
R05722,Hamburg,DE
R05723,Trondheim,NO
R05724,Helsinki,FI
R05725,Bergen,NO
R05726,Viken,NO
R05727,Bergen,NO
R05728,Helsinki,FI
R05729,Oslo,NO
R05730,Rogaland,NO
R05731,Viken,NO
R05732,Stavanger,NO
R05733,Viken,NO
R05734,Rogaland,NO
R05735,Trondheim,NO
R05736,Oslo,NO
R05737,Helsinki,FI
R05738,Trondheim,NO
R05739,Viken,NO
R05740,Copenhagen,DK
R05741,Copenhagen,DK
R05742,Trondheim,NO
R05743,Bergen,NO
R05744,Helsinki,FI
R05745,Viken,NO
R05746,Rogaland,NO
R05747,Hamburg,DE
R05748,Copenhagen,DK
R05749,Warsaw,PL
R05750,Stavanger,NO
R05751,Bergen,NO
R05752,Warsaw,PL
R05753,Warsaw,PL
R05754,Bergen,NO
R05755,Bergen,NO
R05756,Bergen,NO
R05757,Stavanger,NO
R05758,Bergen,NO
R05759,Viken,NO
R05760,Stavanger,NO
R05761,Warsaw,PL
R05762,Viken,NO
R05763,Hamburg,DE
R05764,Viken,NO
R05765,Helsinki,FI
R05766,Oslo,NO
R05767,Bergen,NO
R05768,Warsaw,PL
R05769,Bergen,NO
R05770,Oslo,NO
R05771,Viken,NO
R05772,Hamburg,DE
R05773,Bergen,NO
R05774,Helsinki,FI
R05775,Viken,NO
R05776,Oslo,NO
R05777,Stavanger,NO
R05778,Bergen,NO
R05779,Warsaw,PL
R05780,Viken,NO
R05781,Bergen,NO
R05782,Trondheim,NO
R05783,Rogaland,NO
R05784,Stavanger,NO
R05785,Rogaland,NO
R05786,Oslo,NO
R05787,Rogaland,NO
R05788,Bergen,NO
R05789,Hamburg,DE
R05790,Helsinki,FI
R05791,Trondheim,NO
R05792,Stavanger,NO
R05793,Bergen,NO
R05794,Viken,NO
R05795,Stavanger,NO
R05796,Bergen,NO
R05797,Bergen,NO
R05798,Rogaland,NO
R05799,Helsinki,FI
R05800,Stavanger,NO
R05801,Copenhagen,DK
R05802,Oslo,NO
R05803,Viken,NO
R05804,Copenhagen,DK
R05805,Trondheim,NO
R05806,Viken,NO
R05807,Viken,NO
R05808,Stavanger,NO
R05809,Rogaland,NO
R05810,Bergen,NO
R05811,Stavanger,NO
R05812,Warsaw,PL
R05813,Trondheim,NO
R05814,Copenhagen,DK
R05815,Oslo,NO
R05816,Hamburg,DE
R05817,Rogaland,NO
R05818,Trondheim,NO
R05819,Stavanger,NO
R05820,Viken,NO
R05821,Oslo,NO
R05822,Rogaland,NO
R05823,Viken,NO
R05824,Copenhagen,DK
R05825,Hamburg,DE
R05826,Bergen,NO
R05827,Viken,NO
R05828,Bergen,NO
R05829,Viken,NO
R05830,Warsaw,PL
R05831,Hamburg,DE
R05832,Warsaw,PL
R05833,Warsaw,PL
R05834,Hamburg,DE
R05835,Bergen,NO
R05836,Bergen,NO
R05837,Copenhagen,DK
R05838,Trondheim,NO
R05839,Rogaland,NO
R05840,Viken,NO
R05841,Helsinki,FI
R05842,Warsaw,PL
R05843,Rogaland,NO
R05844,Copenhagen,DK
R05845,Stavanger,NO
R05846,Helsinki,FI
R05847,Warsaw,PL
R05848,Viken,NO
R05849,Rogaland,NO
R05850,Viken,NO
R05851,Bergen,NO
R05852,Stavanger,NO
R05853,Copenhagen,DK
R05854,Stavanger,NO
R05855,Helsinki,FI
R05856,Stavanger,NO
R05857,Rogaland,NO
R05858,Rogaland,NO
R05859,Stavanger,NO
R05860,Warsaw,PL
R05861,Trondheim,NO
R05862,Stavanger,NO
R05863,Rogaland,NO
R05864,Oslo,NO
R05865,Rogaland,NO
R05866,Oslo,NO
R05867,Helsinki,FI
R05868,Oslo,NO
R05869,Hamburg,DE
R05870,Helsinki,FI
R05871,Warsaw,PL
R05872,Warsaw,PL
R05873,Warsaw,PL
R05874,Hamburg,DE
R05875,Bergen,NO
R05876,Helsinki,FI
R05877,Hamburg,DE
R05878,Oslo,NO
R05879,Copenhagen,DK
R05880,Warsaw,PL
R05881,Helsinki,FI
R05882,Oslo,NO
R05883,Bergen,NO
R05884,Oslo,NO
R05885,Oslo,NO
R05886,Rogaland,NO
R05887,Warsaw,PL
R05888,Viken,NO
R05889,Helsinki,FI
R05890,Warsaw,PL
R05891,Warsaw,PL
R05892,Copenhagen,DK
R05893,Trondheim,NO
R05894,Rogaland,NO
R05895,Warsaw,PL
R05896,Helsinki,FI
R05897,Warsaw,PL
R05898,Bergen,NO
R05899,Helsinki,FI
R05900,Hamburg,DE
R05901,Rogaland,NO
R05902,Stavanger,NO
R05903,Trondheim,NO
R05904,Rogaland,NO
R05905,Viken,NO
R05906,Viken,NO
R05907,Oslo,NO
R05908,Helsinki,FI
R05909,Hamburg,DE
R05910,Rogaland,NO
R05911,Oslo,NO
R05912,Stavanger,NO
R05913,Rogaland,NO
R05914,Hamburg,DE
R05915,Trondheim,NO
R05916,Hamburg,DE
R05917,Oslo,NO
R05918,Bergen,NO
R05919,Trondheim,NO
R05920,Copenhagen,DK
R05921,Oslo,NO
R05922,Viken,NO
R05923,Bergen,NO
R05924,Rogaland,NO
R05925,Viken,NO
R05926,Warsaw,PL
R05927,Stavanger,NO
R05928,Bergen,NO
R05929,Viken,NO
R05930,Warsaw,PL
R05931,Oslo,NO
R05932,Helsinki,FI
R05933,Helsinki,FI
R05934,Rogaland,NO
R05935,Copenhagen,DK
R05936,Copenhagen,DK
R05937,Stavanger,NO
R05938,Copenhagen,DK
R05939,Helsinki,FI
R05940,Bergen,NO
R05941,Copenhagen,DK
R05942,Warsaw,PL
R05943,Warsaw,PL
R05944,Bergen,NO
R05945,Warsaw,PL
R05946,Oslo,NO
R05947,Rogaland,NO
R05948,Viken,NO
R05949,Hamburg,DE
R05950,Bergen,NO
R05951,Copenhagen,DK
R05952,Warsaw,PL
R05953,Rogaland,NO
R05954,Warsaw,PL
R05955,Viken,NO
R05956,Viken,NO
R05957,Trondheim,NO
R05958,Stavanger,NO
R05959,Helsinki,FI
R05960,Trondheim,NO
R05961,Rogaland,NO
R05962,Stavanger,NO
R05963,Warsaw,PL
R05964,Viken,NO
R05965,Stavanger,NO
R05966,Helsinki,FI
R05967,Warsaw,PL
R05968,Rogaland,NO
R05969,Helsinki,FI
R05970,Rogaland,NO
R05971,Bergen,NO
R05972,Viken,NO
R05973,Trondheim,NO
R05974,Warsaw,PL
R05975,Helsinki,FI
R05976,Hamburg,DE
R05977,Hamburg,DE
R05978,Trondheim,NO
R05979,Stavanger,NO
R05980,Stavanger,NO
R05981,Viken,NO
R05982,Trondheim,NO
R05983,Warsaw,PL
R05984,Trondheim,NO
R05985,Oslo,NO
R05986,Copenhagen,DK
R05987,Stavanger,NO
R05988,Trondheim,NO
R05989,Trondheim,NO
R05990,Viken,NO
R05991,Rogaland,NO
R05992,Rogaland,NO
R05993,Stavanger,NO
R05994,Oslo,NO
R05995,Oslo,NO
R05996,Rogaland,NO
R05997,Helsinki,FI
R05998,Trondheim,NO
R05999,Stavanger,NO
R06000,Hamburg,DE
R06001,Warsaw,PL
R06002,Rogaland,NO
R06003,Helsinki,FI
R06004,Viken,NO
R06005,Rogaland,NO
R06006,Helsinki,FI
R06007,Oslo,NO
R06008,Stavanger,NO
R06009,Rogaland,NO
R06010,Rogaland,NO
R06011,Oslo,NO
R06012,Warsaw,PL
R06013,Oslo,NO
R06014,Oslo,NO
R06015,Copenhagen,DK
R06016,Rogaland,NO
R06017,Helsinki,FI
R06018,Viken,NO
R06019,Viken,NO
R06020,Hamburg,DE
R06021,Copenhagen,DK
R06022,Rogaland,NO
R06023,Oslo,NO
R06024,Copenhagen,DK
R06025,Hamburg,DE
R06026,Copenhagen,DK
R06027,Oslo,NO
R06028,Stavanger,NO
R06029,Oslo,NO
R06030,Warsaw,PL
R06031,Hamburg,DE
R06032,Hamburg,DE
R06033,Hamburg,DE
R06034,Warsaw,PL
R06035,Helsinki,FI
R06036,Bergen,NO
R06037,Copenhagen,DK
R06038,Bergen,NO
R06039,Stavanger,NO
R06040,Copenhagen,DK
R06041,Trondheim,NO
R06042,Hamburg,DE
R06043,Viken,NO
R06044,Oslo,NO
R06045,Helsinki,FI
R06046,Stavanger,NO
R06047,Oslo,NO
R06048,Trondheim,NO
R06049,Viken,NO
R06050,Warsaw,PL
R06051,Oslo,NO
R06052,Copenhagen,DK
R06053,Stavanger,NO
R06054,Viken,NO
R06055,Copenhagen,DK
R06056,Hamburg,DE
R06057,Copenhagen,DK
R06058,Stavanger,NO
R06059,Oslo,NO
R06060,Rogaland,NO
R06061,Oslo,NO
R06062,Bergen,NO
R06063,Rogaland,NO
R06064,Bergen,NO
R06065,Hamburg,DE
R06066,Hamburg,DE
R06067,Hamburg,DE
R06068,Hamburg,DE
R06069,Stavanger,NO
R06070,Oslo,NO
R06071,Rogaland,NO
R06072,Helsinki,FI
R06073,Copenhagen,DK
R06074,Rogaland,NO
R06075,Copenhagen,DK
R06076,Stavanger,NO
R06077,Bergen,NO
R06078,Warsaw,PL
R06079,Rogaland,NO
R06080,Bergen,NO
R06081,Warsaw,PL
R06082,Viken,NO
R06083,Helsinki,FI
R06084,Copenhagen,DK
R06085,Viken,NO
R06086,Oslo,NO
R06087,Copenhagen,DK
R06088,Copenhagen,DK
R06089,Warsaw,PL
R06090,Trondheim,NO
R06091,Trondheim,NO
R06092,Rogaland,NO
R06093,Warsaw,PL
R06094,Helsinki,FI
R06095,Oslo,NO
