link_id,customer_id,project_id,region_id
L05030,C06533,P01789,R03939
L05031,C09589,P01758,R01321
L05032,C02862,P07856,R04645
L05033,C03314,P00827,R04269
L05034,C08904,P00696,R08572
L05035,C07196,P02894,R01511
L05036,C05774,P04105,R07152
L05037,C00007,P08336,R09209
L05038,C02781,P09712,R06768
L05039,C01595,P05798,R03029
L05040,C02961,P03071,R06924
L05041,C07296,P08803,R07634
L05042,C03851,P08445,R05653
L05043,C09055,P09408,R00566
L05044,C04904,P05196,R00330
L05045,C02156,P02898,R08583
L05046,C04473,P05703,R04665
L05047,C09150,P00335,R03305
L05048,C00987,P04145,R01539
L05049,C00097,P00470,R07368
L05050,C06627,P01450,R07598
L05051,C00829,P05626,R05255
L05052,C02942,P01345,R04730
L05053,C07746,P07222,R09905
L05054,C02988,P02463,R00291
L05055,C06636,P05997,R03628
L05056,C03066,P00703,R06365
L05057,C08174,P01033,R03572
L05058,C04354,P04517,R02124
L05059,C01018,P08785,R05796
L05060,C08801,P06985,R09807
L05061,C01760,P00895,R04335
L05062,C08403,P09185,R02833
L05063,C07298,P01681,R07930
L05064,C02713,P08738,R08745
L05065,C01822,P04233,R08030
L05066,C06244,P09093,R04887
L05067,C02667,P04953,R00703
L05068,C00618,P08305,R03021
L05069,C02916,P00768,R07936
L05070,C07475,P08603,R04108
L05071,C07485,P02926,R09169
L05072,C07204,P03829,R00246
L05073,C02628,P07985,R03394
L05074,C02054,P06972,R09099
L05075,C03800,P08319,R05850
L05076,C02644,P09333,R06720
L05077,C05447,P03915,R08698
L05078,C04701,P05864,R09996
L05079,C05575,P05430,R02119
L05080,C02865,P07395,R02560
L05081,C05274,P05197,R05437
L05082,C08787,P02417,R06898
L05083,C06800,P02099,R08414
L05084,C00370,P07043,R08815
L05085,C01499,P02631,R07966
L05086,C08764,P00602,R08654
L05087,C08151,P08969,R04462
L05088,C07817,P06766,R08624
L05089,C04077,P02658,R01597
L05090,C05356,P04231,R02313
L05091,C06242,P02126,R02001
L05092,C02069,P09985,R01840
L05093,C00157,P07448,R07938
L05094,C05386,P00966,R01546
L05095,C09208,P03275,R01514
L05096,C05296,P00890,R02516
L05097,C04918,P00251,R03724
L05098,C09829,P05454,R00234
L05099,C08694,P06092,R04331
L05100,C07991,P02714,R07333
L05101,C06014,P03454,R06824
L05102,C09123,P03871,R02165
L05103,C06316,P08287,R08100
L05104,C02687,P00314,R04962
L05105,C08407,P05278,R05864
L05106,C01129,P01634,R09339
L05107,C00549,P05055,R05387
L05108,C01193,P04263,R02184
L05109,C04783,P06758,R04207
L05110,C08126,P00628,R09540
L05111,C05658,P01240,R05073
L05112,C04756,P01035,R03663
L05113,C04108,P00755,R01344
L05114,C01040,P09698,R08774
L05115,C00787,P07458,R07248
L05116,C02454,P04160,R09088
L05117,C04915,P03562,R07956
L05118,C00112,P02209,R08852
L05119,C02754,P00642,R03767
L05120,C01309,P02105,R08720
L05121,C06671,P05745,R07194
L05122,C00562,P05781,R05854
L05123,C01138,P01811,R01975
L05124,C07868,P08519,R07444
L05125,C02245,P04150,R02498
L05126,C08675,P02557,R05728
L05127,C09269,P09068,R02994
L05128,C06476,P07207,R04219
L05129,C06804,P04018,R09289
L05130,C02918,P01980,R09959
L05131,C00270,P09310,R05358
L05132,C07114,P03499,R05943
L05133,C05234,P04006,R09820
L05134,C03949,P04316,R09356
L05135,C06469,P04238,R03673
L05136,C09363,P09881,R08517
L05137,C07161,P08858,R00218
L05138,C05711,P01099,R00629
L05139,C01572,P00040,R07518
L05140,C07305,P07249,R06416
L05141,C00142,P08584,R08639
L05142,C06376,P09850,R00202
L05143,C01840,P06611,R05266
L05144,C00077,P09290,R04649
L05145,C02872,P08357,R03226
L05146,C00010,P08309,R01106
L05147,C09182,P08923,R02061
L05148,C06625,P04573,R05362
L05149,C03688,P00303,R07964
L05150,C05605,P09006,R03594
L05151,C09231,P02299,R01514
L05152,C06724,P08881,R04361
L05153,C00071,P03549,R07469
L05154,C06937,P08926,R01445
L05155,C04887,P08768,R03348
L05156,C06044,P01900,R07177
L05157,C05432,P01361,R02898
L05158,C08468,P06097,R02360
L05159,C05846,P07615,R01021
L05160,C06421,P09111,R05003
L05161,C07495,P08534,R08842
L05162,C07542,P02295,R07441
L05163,C00285,P01505,R03886
L05164,C01636,P04064,R04211
L05165,C02323,P07325,R01183
L05166,C02579,P09831,R06876
L05167,C02856,P01052,R01210
L05168,C03002,P08230,R05576
L05169,C08388,P04804,R00288
L05170,C04687,P05408,R09374
L05171,C07845,P09367,R07983
L05172,C00324,P03079,R08383
L05173,C09074,P02227,R06364
L05174,C00298,P04448,R03006
L05175,C00401,P09344,R09061
L05176,C06016,P07854,R06206
L05177,C04326,P02430,R04903
L05178,C08260,P02982,R07389
L05179,C02204,P07159,R06506
L05180,C02099,P03842,R04389
L05181,C09843,P04128,R01518
L05182,C00288,P07434,R06951
L05183,C06929,P08035,R09321
L05184,C09726,P09730,R05606
L05185,C07245,P02622,R04780
L05186,C02781,P06280,R00933
L05187,C04441,P05548,R05539
L05188,C05089,P08648,R08348
L05189,C09227,P07414,R06494
L05190,C04746,P07955,R03371
L05191,C07240,P03864,R08926
L05192,C05632,P02420,R06137
L05193,C01588,P03683,R01893
L05194,C03842,P01830,R06403
L05195,C02005,P01292,R07469
L05196,C00988,P00555,R04274
L05197,C02124,P01170,R04894
L05198,C04893,P06863,R03721
L05199,C05025,P05587,R09061
L05200,C07554,P03376,R03167
L05201,C00867,P01503,R03110
L05202,C09690,P08426,R02130
L05203,C07954,P00431,R06188
L05204,C01618,P05241,R02241
L05205,C07095,P09135,R06869
L05206,C09880,P08581,R02922
L05207,C03745,P09726,R03380
L05208,C02262,P00726,R05957
L05209,C08006,P07710,R05692
L05210,C06953,P02476,R07633
L05211,C04348,P07984,R07553
L05212,C00047,P03576,R00424
L05213,C04446,P04575,R04070
L05214,C02374,P02231,R04875
L05215,C06140,P09913,R03351
L05216,C02376,P02293,R09631
L05217,C00967,P00899,R04226
L05218,C05554,P03028,R06155
L05219,C08433,P01162,R06584
L05220,C05329,P06133,R07874
L05221,C02196,P04069,R04486
L05222,C08848,P00849,R00395
L05223,C07438,P06027,R07767
L05224,C07938,P03670,R08872
L05225,C06706,P03865,R09908
L05226,C02379,P01809,R05659
L05227,C02038,P02684,R09596
L05228,C06127,P05911,R07400
L05229,C04843,P04268,R04080
L05230,C02673,P03957,R03255
L05231,C08799,P04160,R04352
L05232,C08255,P06388,R04705
L05233,C08071,P07768,R05736
L05234,C08840,P06484,R07047
L05235,C00032,P03697,R05261
L05236,C07451,P02712,R03213
L05237,C03166,P06075,R09888
L05238,C01270,P07500,R09797
L05239,C02999,P06252,R09621
L05240,C02705,P06951,R05846
L05241,C00696,P01927,R00176
L05242,C01586,P08594,R08795
L05243,C01177,P00022,R03099
L05244,C05883,P08100,R01894
L05245,C02271,P02916,R07047
L05246,C05507,P04143,R09625
L05247,C02240,P07906,R03734
L05248,C05177,P00364,R09418
L05249,C01104,P04722,R07908
L05250,C03925,P05488,R09406
L05251,C02245,P04702,R07004
L05252,C09435,P03994,R05439
L05253,C00134,P03756,R02505
L05254,C09016,P05358,R04951
L05255,C03197,P07750,R00847
L05256,C00104,P00205,R02373
L05257,C00275,P08971,R06102
L05258,C02385,P01041,R07515
L05259,C02918,P00610,R03445
L05260,C09037,P05910,R08805
L05261,C01803,P07151,R01125
L05262,C09047,P05160,R05804
L05263,C08853,P06393,R02613
L05264,C07526,P03617,R06576
L05265,C07180,P02663,R04749
L05266,C01302,P03949,R00180
L05267,C03289,P06165,R09655
L05268,C06384,P06283,R07870
L05269,C05773,P03105,R04591
L05270,C08131,P09257,R08337
L05271,C02625,P06471,R03195
L05272,C02173,P09422,R08620
L05273,C01553,P05538,R07603
L05274,C07299,P05882,R02798
L05275,C06690,P08075,R02602
L05276,C02051,P00158,R04196
L05277,C06288,P05989,R01864
L05278,C02205,P06118,R06530
L05279,C04581,P02459,R00076
L05280,C07452,P05976,R05959
L05281,C06162,P07066,R04099
L05282,C00972,P09751,R08034
L05283,C02322,P00509,R05253
L05284,C00903,P05100,R00100
L05285,C06187,P09663,R06255
L05286,C00559,P07768,R08111
L05287,C01277,P08388,R00592
L05288,C08002,P08498,R02664
L05289,C04183,P09830,R06286
L05290,C01061,P07996,R03905
L05291,C07461,P08550,R07475
L05292,C09508,P03228,R05289
L05293,C02331,P00729,R08552
L05294,C03855,P02480,R02405
L05295,C04207,P08212,R04071
L05296,C00114,P03618,R08376
L05297,C01981,P07010,R09466
L05298,C06752,P01615,R03511
L05299,C00697,P01104,R02780
L05300,C06231,P06934,R03968
L05301,C07283,P06828,R07014
L05302,C04912,P08422,R09795
L05303,C08084,P05955,R04872
L05304,C02403,P04022,R07144
L05305,C07764,P03358,R03402
L05306,C07844,P04555,R02186
L05307,C05303,P08935,R05171
L05308,C04196,P05409,R06976
L05309,C02582,P06170,R09490
L05310,C09325,P01944,R00819
L05311,C02895,P03110,R06924
L05312,C09485,P05818,R06879
L05313,C09654,P08924,R05339
L05314,C09449,P02529,R04109
L05315,C08946,P01368,R08810
L05316,C07581,P09848,R07414
L05317,C06788,P09917,R02203
L05318,C01747,P01253,R00010
L05319,C00167,P04151,R01316
L05320,C08764,P09075,R00491
L05321,C02646,P06847,R05386
L05322,C09634,P01931,R02804
L05323,C03448,P05092,R01580
L05324,C05017,P04184,R09541
L05325,C00607,P09075,R00551
L05326,C05910,P01919,R01802
L05327,C07595,P02618,R02454
L05328,C00255,P07825,R01352
L05329,C03603,P05610,R09574
L05330,C04483,P01179,R00091
L05331,C05388,P08063,R08625
L05332,C01928,P07806,R08807
L05333,C06032,P04150,R01028
L05334,C08755,P08961,R04212
L05335,C07204,P05649,R00576
L05336,C04702,P09187,R03776
L05337,C05001,P02331,R04010
L05338,C04415,P02138,R05604
L05339,C07535,P02827,R00050
L05340,C07891,P05663,R08404
L05341,C02041,P08818,R00297
L05342,C05027,P01678,R00495
L05343,C03425,P05275,R02324
L05344,C03928,P08613,R02088
L05345,C06080,P09713,R02985
L05346,C00529,P08297,R05274
L05347,C08345,P02363,R06055
L05348,C09033,P01167,R05899
L05349,C01391,P03601,R02180
L05350,C02413,P02517,R05315
L05351,C00011,P07711,R01599
L05352,C08350,P08897,R06572
L05353,C05032,P03196,R00400
L05354,C06111,P02755,R00131
L05355,C04691,P07568,R06088
L05356,C02534,P09198,R09202
L05357,C07358,P03924,R01473
L05358,C02777,P05145,R02353
L05359,C07225,P09773,R00815
L05360,C07430,P00925,R05276
L05361,C00483,P08687,R06539
L05362,C04445,P01665,R01278
L05363,C02512,P05871,R02197
L05364,C06744,P05533,R03280
L05365,C04622,P08340,R09220
L05366,C09506,P03317,R09443
L05367,C05159,P08012,R00912
L05368,C08681,P03553,R06229
L05369,C09959,P07639,R08910
L05370,C07919,P02114,R03073
L05371,C08639,P02595,R07311
L05372,C05483,P08012,R01877
L05373,C02745,P00707,R09710
L05374,C04485,P08053,R07679
L05375,C03614,P05750,R02983
L05376,C06537,P02607,R04342
L05377,C09536,P04465,R05179
L05378,C07569,P08406,R04104
L05379,C00472,P09870,R06094
L05380,C00084,P09674,R01438
L05381,C06326,P09628,R00040
L05382,C05650,P04730,R04512
L05383,C03325,P02957,R01971
L05384,C01709,P05123,R03344
L05385,C01137,P06747,R06341
L05386,C08295,P00279,R07529
L05387,C05321,P00874,R04546
L05388,C06721,P02315,R01987
L05389,C09765,P07859,R03639
L05390,C07836,P09743,R08316
L05391,C06978,P08812,R09846
L05392,C01525,P05970,R00622
L05393,C09530,P02363,R08188
L05394,C06815,P00867,R08565
L05395,C09219,P04330,R04525
L05396,C08329,P09340,R02892
L05397,C08151,P06433,R03668
L05398,C09943,P01314,R01361
L05399,C05184,P04879,R00669
L05400,C03275,P08070,R00952
L05401,C03471,P08632,R06607
L05402,C04167,P01618,R02692
L05403,C07529,P04982,R08119
L05404,C08244,P00159,R00807
L05405,C03991,P00801,R00274
L05406,C04013,P08445,R04035
L05407,C09477,P09301,R01095
L05408,C04567,P00907,R05378
L05409,C07851,P08526,R07763
L05410,C02069,P07974,R06424
L05411,C01933,P04741,R06012
L05412,C00602,P02296,R04930
L05413,C03585,P07777,R08565
L05414,C00627,P08765,R08650
L05415,C04488,P00088,R05259
L05416,C00144,P02712,R09586
L05417,C09611,P05083,R07453
L05418,C01856,P09318,R04665
L05419,C06986,P04434,R03962
L05420,C01750,P03346,R06102
L05421,C02310,P04760,R00759
L05422,C03152,P05378,R05427
L05423,C02606,P09016,R06940
L05424,C02011,P04077,R04924
L05425,C06754,P00177,R00334
L05426,C07342,P00036,R05178
L05427,C04914,P09980,R05859
L05428,C05634,P02305,R04670
L05429,C02637,P08322,R05227
L05430,C09109,P08809,R08147
L05431,C01612,P06548,R00925
L05432,C05702,P02037,R03395
L05433,C04932,P03122,R01864
L05434,C09423,P06153,R08972
L05435,C00813,P06176,R09922
L05436,C04291,P08883,R06702
L05437,C05079,P03515,R06921
L05438,C05998,P04759,R09111
L05439,C02073,P00853,R03681
L05440,C01355,P03081,R04742
L05441,C08365,P03636,R01020
L05442,C01229,P00538,R00065
L05443,C00945,P01165,R08483
L05444,C07285,P05968,R01472
L05445,C07676,P04587,R00794
L05446,C03954,P08286,R06677
L05447,C07694,P03885,R07141
L05448,C01678,P07813,R07571
L05449,C01428,P04144,R05847
L05450,C07633,P03675,R08653
L05451,C08959,P07242,R05776
L05452,C09242,P00669,R06151
L05453,C08164,P09955,R06455
L05454,C05774,P07070,R02018
L05455,C05622,P05152,R05370
L05456,C00868,P04308,R05101
L05457,C04859,P02493,R03699
L05458,C03936,P03757,R09992
L05459,C06727,P04448,R05180
L05460,C07582,P04063,R02603
L05461,C05933,P00564,R08842
L05462,C06925,P09898,R08524
L05463,C09062,P09137,R08584
L05464,C06419,P03145,R07159
L05465,C04907,P00040,R00188
L05466,C01274,P03452,R00260
L05467,C00771,P06664,R08582
L05468,C05192,P00932,R05138
L05469,C05846,P02132,R02607
L05470,C00460,P04186,R08401
L05471,C08909,P08968,R09926
L05472,C03598,P01575,R09888
L05473,C05951,P00151,R03001
L05474,C08244,P02972,R03970
L05475,C03174,P03016,R01193
L05476,C07535,P00086,R02924
L05477,C06734,P00246,R03508
L05478,C08801,P06081,R06558
L05479,C09137,P00133,R08466
L05480,C07963,P07608,R00180
L05481,C02684,P00194,R03630
L05482,C06988,P08593,R00068
L05483,C04490,P00863,R09254
L05484,C05443,P06131,R00593
L05485,C03350,P06596,R02207
L05486,C09414,P07490,R06132
L05487,C02019,P07229,R00514
L05488,C00323,P06664,R03692
L05489,C08725,P05421,R01217
L05490,C07873,P06700,R09575
L05491,C09596,P02893,R06593
L05492,C05598,P07901,R08437
L05493,C09134,P04407,R00106
L05494,C07855,P08148,R09397
L05495,C07742,P09609,R04006
L05496,C00184,P02780,R02045
L05497,C09705,P07569,R03692
L05498,C00229,P03541,R06190
L05499,C06878,P01571,R09927
L05500,C03276,P07446,R01547
L05501,C00976,P01716,R07712
L05502,C04566,P07543,R05952
L05503,C03602,P05932,R00500
L05504,C04185,P06676,R00955
L05505,C06010,P07337,R09730
L05506,C01479,P03507,R09109
L05507,C04069,P07533,R04472
L05508,C04689,P03177,R03623
L05509,C00344,P05084,R05749
L05510,C00607,P02517,R08980
L05511,C02815,P01713,R01704
L05512,C06281,P09526,R00953
L05513,C02595,P06286,R08305
L05514,C05903,P01435,R01889
L05515,C00707,P05721,R07709
L05516,C05704,P01706,R03669
L05517,C02304,P01762,R00828
L05518,C08701,P03693,R06620
L05519,C08948,P00005,R02540
L05520,C02538,P00883,R04613
L05521,C05842,P03322,R05016
L05522,C09123,P01953,R09080
L05523,C09088,P05175,R04613
L05524,C07853,P09131,R02846
L05525,C04614,P01562,R05921
L05526,C08281,P03238,R02121
L05527,C07856,P08744,R00545
L05528,C04026,P01620,R07865
L05529,C07865,P06720,R00541
L05530,C03027,P03677,R00738
L05531,C03862,P03886,R00661
L05532,C09688,P09870,R01209
L05533,C06765,P06089,R05949
L05534,C00229,P06672,R09506
L05535,C05424,P06037,R09038
L05536,C02939,P07248,R06581
L05537,C01349,P04211,R06741
L05538,C03354,P03049,R03883
L05539,C06014,P06449,R05111
L05540,C01375,P02188,R09090
L05541,C05176,P00173,R01754
L05542,C00252,P09473,R09153
L05543,C04513,P09199,R03859
L05544,C03992,P03354,R03982
L05545,C00664,P04733,R08541
L05546,C02774,P00085,R03475
L05547,C08205,P08375,R03554
L05548,C02434,P09391,R03333
L05549,C01322,P06480,R03198
L05550,C07527,P06119,R07398
L05551,C05132,P01725,R03264
L05552,C05910,P00478,R06527
L05553,C06431,P02342,R02191
L05554,C02127,P09417,R09591
L05555,C03110,P01758,R02183
L05556,C00208,P07436,R04443
L05557,C07455,P08455,R03167
L05558,C07000,P02928,R08002
L05559,C03675,P06149,R01896
L05560,C08926,P07637,R08717
L05561,C04395,P04098,R06877
L05562,C07234,P05857,R07653
L05563,C03804,P03947,R02533
L05564,C08239,P07151,R09978
L05565,C03574,P03615,R04697
L05566,C09058,P03137,R02334
L05567,C01312,P03108,R07321
L05568,C02940,P01833,R09107
L05569,C06220,P01620,R06626
L05570,C01081,P08477,R00740
L05571,C02901,P03125,R09307
L05572,C06690,P08313,R04345
L05573,C02194,P00576,R04481
L05574,C03645,P05835,R06794
L05575,C08965,P05567,R01951
L05576,C06631,P04989,R09780
L05577,C05722,P01375,R06646
L05578,C09633,P08768,R04421
L05579,C04923,P03508,R03888
L05580,C00733,P09012,R03025
L05581,C06308,P03857,R05765
L05582,C00927,P08013,R09291
L05583,C04626,P06333,R00582
L05584,C04821,P01736,R02285
L05585,C05172,P02908,R07186
L05586,C06178,P04623,R08634
L05587,C05894,P03595,R07968
L05588,C01240,P07098,R03432
L05589,C00137,P09647,R00939
L05590,C06543,P07767,R08074
L05591,C01726,P01722,R02780
L05592,C08484,P02285,R00260
L05593,C00973,P08605,R03091
L05594,C09186,P05961,R03380
L05595,C03604,P03942,R02167
L05596,C03496,P01860,R05216
L05597,C06771,P09148,R04630
L05598,C05412,P02825,R08200
L05599,C09360,P06181,R07531
L05600,C07894,P05330,R01461
L05601,C03862,P08104,R00364
L05602,C04384,P00032,R02668
L05603,C06031,P01741,R07568
L05604,C05278,P03073,R02864
L05605,C09682,P07555,R07409
L05606,C00550,P08452,R08117
L05607,C05114,P04369,R08413
L05608,C06111,P05706,R05764
L05609,C00580,P04266,R06159
L05610,C06474,P06836,R06818
L05611,C06295,P00706,R02875
L05612,C09219,P03067,R08472
L05613,C03117,P03812,R04073
L05614,C07996,P02665,R02203
L05615,C01813,P00731,R02024
L05616,C03467,P09816,R09802
L05617,C09909,P03912,R02433
L05618,C07652,P00874,R03446
L05619,C08842,P07692,R06433
L05620,C08238,P01811,R05732
L05621,C01282,P09610,R09140
L05622,C04266,P09123,R07731
L05623,C00567,P00488,R00397
L05624,C08121,P01805,R07997
L05625,C05972,P01486,R00040
L05626,C00629,P05901,R00655
L05627,C04263,P05534,R02536
L05628,C03288,P09648,R08923
L05629,C00502,P07757,R08978
L05630,C08993,P09814,R02976
L05631,C08960,P03093,R09482
L05632,C00427,P07261,R09044
L05633,C07351,P01435,R07316
L05634,C04826,P05814,R00059
L05635,C08766,P05297,R07642
L05636,C06658,P08050,R09682
L05637,C06074,P08608,R08806
L05638,C08566,P05473,R06714
L05639,C03115,P03621,R09106
L05640,C00775,P03188,R02564
L05641,C05436,P04513,R02023
L05642,C05446,P00160,R07478
L05643,C00915,P01860,R01938
L05644,C05286,P07960,R01190
L05645,C09622,P08084,R01661
L05646,C09224,P07207,R09237
L05647,C07678,P01699,R04419
L05648,C08151,P01099,R01545
L05649,C00790,P01033,R06898
L05650,C02863,P07193,R03096
L05651,C00698,P01868,R07992
L05652,C08230,P06102,R03686
L05653,C02952,P00892,R04099
L05654,C08537,P04871,R03580
L05655,C05955,P03790,R03910
L05656,C08050,P06214,R00187
L05657,C04638,P04906,R07840
L05658,C08226,P05268,R00271
L05659,C07212,P03864,R02280
L05660,C09800,P04702,R05731
L05661,C07675,P05631,R03092
L05662,C07761,P08265,R04352
L05663,C06503,P07028,R00034
L05664,C03125,P06523,R02098
L05665,C09088,P04535,R06297
L05666,C00126,P04193,R06372
L05667,C03634,P06140,R01100
L05668,C08853,P08581,R08384
L05669,C02608,P00555,R02901
L05670,C08301,P03177,R07431
L05671,C09656,P04325,R07807
L05672,C02488,P01684,R07005
L05673,C03093,P01303,R01220
L05674,C04130,P07797,R01855
L05675,C06946,P06806,R06027
L05676,C03108,P03364,R01720
L05677,C09012,P08137,R02757
L05678,C04693,P04840,R09770
L05679,C08360,P08450,R04261
L05680,C07755,P02944,R04002
L05681,C00226,P02170,R06871
L05682,C05696,P02802,R05388
L05683,C04305,P02014,R07198
L05684,C02588,P07180,R03507
L05685,C02795,P04621,R02461
L05686,C07725,P08657,R06782
L05687,C00891,P09026,R03994
L05688,C03723,P04514,R07541
L05689,C07730,P04861,R09565
L05690,C02549,P06873,R00652
L05691,C09142,P04505,R04702
L05692,C07214,P02948,R04318
L05693,C01769,P02880,R06499
L05694,C08524,P02047,R04703
L05695,C05804,P08089,R06468
L05696,C06331,P05885,R08502
L05697,C06923,P00978,R06223
L05698,C06326,P04257,R05874
L05699,C03309,P03287,R06474
L05700,C09576,P01350,R00753
L05701,C02447,P01954,R01441
L05702,C01660,P04879,R02847
L05703,C02282,P03988,R02590
L05704,C07988,P07996,R06341
L05705,C05257,P01171,R06305
L05706,C04486,P05760,R02480
L05707,C00708,P04963,R03763
L05708,C04439,P00148,R05888
L05709,C00849,P09825,R07220
L05710,C06626,P00647,R01330
L05711,C09460,P06215,R01933
L05712,C02888,P03165,R09308
L05713,C06710,P08178,R07916
L05714,C08191,P04699,R00222
L05715,C00127,P08958,R05792
L05716,C09803,P05948,R07680
L05717,C08758,P06216,R06294
L05718,C04944,P08959,R02386
L05719,C04821,P02002,R08667
L05720,C02963,P00902,R07180
L05721,C07023,P03869,R02409
L05722,C09066,P00275,R04869
L05723,C00721,P03796,R07129
L05724,C00653,P05325,R00930
L05725,C03543,P09714,R09695
L05726,C01070,P03170,R01104
L05727,C03790,P04762,R08992
L05728,C05281,P04292,R01922
L05729,C00341,P09197,R09051
L05730,C03190,P07010,R08391
L05731,C09254,P01628,R03341
L05732,C02288,P07712,R07791
L05733,C02642,P07554,R03175
L05734,C06113,P07795,R06784
L05735,C07497,P02133,R05184
L05736,C00793,P00994,R02587
L05737,C00236,P02453,R06355
L05738,C01318,P01189,R04014
L05739,C07172,P03420,R05206
L05740,C08928,P09619,R07402
L05741,C06218,P04876,R00880
L05742,C04073,P09738,R00409
L05743,C05619,P00411,R05567
L05744,C04311,P08041,R06311
L05745,C08850,P04066,R00565
L05746,C02945,P00755,R06791
L05747,C03420,P09863,R04607
L05748,C08653,P05601,R05092
L05749,C07658,P02418,R05803
L05750,C08240,P04012,R06523
L05751,C08342,P00065,R09425
L05752,C00721,P01070,R05137
L05753,C09255,P03103,R07647
L05754,C07719,P08843,R00830
L05755,C03250,P03353,R03146
L05756,C04758,P04498,R08826
L05757,C09862,P02459,R01362
L05758,C04987,P08879,R04534
L05759,C05287,P06244,R02791
L05760,C04097,P01157,R08367
L05761,C02874,P01017,R04354
L05762,C09601,P09577,R01206
L05763,C02001,P06511,R05748
L05764,C01005,P00123,R02770
L05765,C09227,P05222,R00868
L05766,C07921,P00192,R09610
L05767,C00042,P03014,R05869
L05768,C00536,P07972,R09139
L05769,C03158,P00291,R08350
L05770,C09644,P03344,R01580
L05771,C04621,P02427,R02933
L05772,C01915,P03583,R07897
L05773,C05195,P07724,R09980
L05774,C09658,P04552,R04596
L05775,C02437,P01849,R09767
L05776,C08920,P02883,R02249
L05777,C06366,P05254,R05488
L05778,C03802,P08296,R09055
L05779,C07943,P07530,R03360
L05780,C03114,P06180,R04173
L05781,C07740,P01972,R06569
L05782,C02767,P08815,R02848
L05783,C06763,P05768,R03909
L05784,C07365,P00886,R04188
L05785,C06508,P06117,R01088
L05786,C07932,P06984,R03251
L05787,C02368,P01895,R01902
L05788,C00629,P06443,R05229
L05789,C08335,P03761,R09049
L05790,C05621,P05030,R01982
L05791,C04283,P07106,R05864
L05792,C07778,P06342,R08458
L05793,C01713,P05635,R01078
L05794,C04613,P02484,R01984
L05795,C07233,P09515,R08189
L05796,C08603,P05572,R00923
L05797,C09385,P03313,R09925
L05798,C02328,P00864,R04923
L05799,C03922,P00507,R06484
L05800,C04111,P05445,R09779
L05801,C09140,P01823,R06363
L05802,C01181,P06501,R03238
L05803,C09646,P09810,R04144
L05804,C03384,P03165,R07617
L05805,C05567,P07937,R01397
L05806,C07017,P01904,R03225
L05807,C03395,P06792,R03587
L05808,C00787,P00460,R00233
L05809,C08370,P03068,R08409
L05810,C05320,P04468,R05917
L05811,C09232,P01551,R03987
L05812,C06377,P04136,R01385
L05813,C00918,P09844,R03571
L05814,C01872,P00743,R06609
L05815,C04696,P06405,R09563
L05816,C06349,P04173,R07724
L05817,C04310,P06488,R05248
L05818,C06164,P07268,R06908
L05819,C06321,P02444,R05555
L05820,C05684,P07863,R08337
L05821,C01289,P00148,R07599
L05822,C01222,P07565,R03459
L05823,C05681,P06642,R01755
L05824,C07152,P05554,R08703
L05825,C00238,P08886,R05477
L05826,C06592,P06751,R07320
L05827,C04927,P04055,R05295
L05828,C00344,P09450,R06824
L05829,C02655,P08957,R08688
L05830,C05287,P03494,R02054
L05831,C08996,P06681,R05141
L05832,C01444,P07903,R05013
L05833,C05702,P00112,R01517
L05834,C01742,P03143,R07880
L05835,C04059,P02594,R05233
L05836,C09867,P06877,R00368
L05837,C08478,P04493,R05618
L05838,C02943,P06078,R07804
L05839,C00837,P09280,R04696
L05840,C01085,P03312,R01527
L05841,C05683,P01656,R03463
L05842,C02266,P09814,R05128
L05843,C00450,P01307,R00247
L05844,C09929,P07695,R03870
L05845,C02796,P04114,R07341
L05846,C03060,P03698,R07014
L05847,C00264,P00818,R02165
L05848,C05271,P02208,R09627
L05849,C01940,P01214,R09708
L05850,C05518,P06545,R04509
L05851,C04207,P07588,R01634
L05852,C09987,P01546,R06976
L05853,C05118,P08104,R01426
L05854,C00025,P09222,R06971
L05855,C03531,P01887,R00611
L05856,C02147,P04755,R08467
L05857,C06507,P04473,R07304
L05858,C02834,P09523,R07095
L05859,C09905,P06862,R06731
L05860,C06382,P06117,R04079
L05861,C06471,P03526,R02588
L05862,C05494,P01880,R09764
L05863,C04978,P05153,R09012
L05864,C00802,P07827,R06341
L05865,C09515,P08914,R04667
L05866,C01827,P01075,R03477
L05867,C01393,P07975,R05066
L05868,C05259,P07652,R06460
L05869,C02549,P07113,R04062
L05870,C05652,P08602,R00205
L05871,C07372,P01409,R07897
L05872,C00665,P05550,R09536
L05873,C08637,P00566,R00866
L05874,C08372,P01416,R02461
L05875,C02820,P04687,R03006
L05876,C07847,P01515,R04567
L05877,C06984,P04069,R02350
L05878,C03926,P03714,R04282
L05879,C03324,P01716,R06271
L05880,C07239,P04560,R08208
L05881,C07424,P09835,R00221
L05882,C06875,P06143,R03878
L05883,C09280,P05700,R03259
L05884,C02022,P07753,R08362
L05885,C04438,P08887,R04465
L05886,C07086,P08545,R04364
L05887,C09465,P00681,R03287
L05888,C03471,P03468,R02084
L05889,C05037,P02298,R00957
L05890,C05222,P04479,R04561
L05891,C09202,P04000,R03485
L05892,C06474,P06320,R04450
L05893,C03437,P03747,R09205
L05894,C09962,P08144,R03202
L05895,C06852,P01127,R00698
L05896,C01460,P00240,R06303
L05897,C09484,P05048,R02924
L05898,C08050,P05817,R03170
L05899,C08299,P05644,R06656
L05900,C04560,P07692,R05348
L05901,C08389,P00833,R09209
L05902,C07501,P03946,R08431
