project_id,name,category,green_certified
P04089,Hydro Power Expansion,Energy,True
P04090,Electric Maritime Vessel,Maritime,True
P04091,Carbon Capture Installation,Energy,True
P04092,Smart Grid Installation,Energy,True
P04093,Electric Maritime Vessel,Maritime,True
P04094,Green Steel Plant,Metals,True
P04095,Fertilizer Plant Upgrade,Chemicals,False
P04096,Fertilizer Plant Upgrade,Chemicals,False
P04097,Defense System Export to Poland,Defense,False
P04098,Automated Quality Inspection,Certification,False
P04099,Hydro Power Expansion,Energy,True
P04100,Carbon Capture Installation,Energy,True
P04101,Defense System Export to Poland,Defense,False
P04102,Fertilizer Plant Upgrade,Chemicals,False
P04103,Electric Maritime Vessel,Maritime,True
P04104,Fertilizer Plant Upgrade,Chemicals,False
P04105,Defense System Export to Poland,Defense,False
P04106,Green Steel Plant,Metals,True
P04107,Industrial Robotics Export,Technology,False
P04108,Defense System Export to Poland,Defense,False
P04109,Green Steel Plant,Metals,True
P04110,Defense System Export to Poland,Defense,False
P04111,Electric Maritime Vessel,Maritime,True
P04112,Carbon Capture Installation,Energy,True
P04113,Fertilizer Plant Upgrade,Chemicals,False
P04114,Carbon Capture Installation,Energy,True
P04115,Green Steel Plant,Metals,True
P04116,Industrial Robotics Export,Technology,False
P04117,Smart Grid Installation,Energy,True
P04118,Carbon Capture Installation,Energy,True
P04119,Hydro Power Expansion,Energy,True
P04120,Smart Grid Installation,Energy,True
P04121,Industrial Robotics Export,Technology,False
P04122,Smart Grid Installation,Energy,True
P04123,Offshore Wind Turbine Delivery,Renewable Energy,True
P04124,Electric Maritime Vessel,Maritime,True
P04125,Automated Quality Inspection,Certification,False
P04126,Industrial Robotics Export,Technology,False
P04127,Hydro Power Expansion,Energy,True
P04128,Automated Quality Inspection,Certification,False
P04129,Fertilizer Plant Upgrade,Chemicals,False
P04130,Smart Grid Installation,Energy,True
P04131,Green Steel Plant,Metals,True
P04132,Industrial Robotics Export,Technology,False
P04133,Defense System Export to Poland,Defense,False
P04134,Smart Grid Installation,Energy,True
P04135,Fertilizer Plant Upgrade,Chemicals,False
P04136,Smart Grid Installation,Energy,True
P04137,Electric Maritime Vessel,Maritime,True
P04138,Defense System Export to Poland,Defense,False
P04139,Industrial Robotics Export,Technology,False
P04140,Green Steel Plant,Metals,True
P04141,Industrial Robotics Export,Technology,False
P04142,Carbon Capture Installation,Energy,True
P04143,Defense System Export to Poland,Defense,False
P04144,Electric Maritime Vessel,Maritime,True
P04145,Offshore Wind Turbine Delivery,Renewable Energy,True
P04146,Automated Quality Inspection,Certification,False
P04147,Fertilizer Plant Upgrade,Chemicals,False
P04148,Carbon Capture Installation,Energy,True
P04149,Smart Grid Installation,Energy,True
P04150,Electric Maritime Vessel,Maritime,True
P04151,Defense System Export to Poland,Defense,False
P04152,Fertilizer Plant Upgrade,Chemicals,False
P04153,Hydro Power Expansion,Energy,True
P04154,Offshore Wind Turbine Delivery,Renewable Energy,True
P04155,Offshore Wind Turbine Delivery,Renewable Energy,True
P04156,Defense System Export to Poland,Defense,False
P04157,Electric Maritime Vessel,Maritime,True
P04158,Electric Maritime Vessel,Maritime,True
P04159,Fertilizer Plant Upgrade,Chemicals,False
P04160,Hydro Power Expansion,Energy,True
P04161,Fertilizer Plant Upgrade,Chemicals,False
P04162,Green Steel Plant,Metals,True
P04163,Offshore Wind Turbine Delivery,Renewable Energy,True
P04164,Industrial Robotics Export,Technology,False
P04165,Electric Maritime Vessel,Maritime,True
P04166,Offshore Wind Turbine Delivery,Renewable Energy,True
P04167,Smart Grid Installation,Energy,True
P04168,Smart Grid Installation,Energy,True
P04169,Electric Maritime Vessel,Maritime,True
P04170,Carbon Capture Installation,Energy,True
P04171,Offshore Wind Turbine Delivery,Renewable Energy,True
P04172,Green Steel Plant,Metals,True
P04173,Offshore Wind Turbine Delivery,Renewable Energy,True
P04174,Carbon Capture Installation,Energy,True
P04175,Automated Quality Inspection,Certification,False
P04176,Smart Grid Installation,Energy,True
P04177,Electric Maritime Vessel,Maritime,True
P04178,Defense System Export to Poland,Defense,False
P04179,Automated Quality Inspection,Certification,False
P04180,Industrial Robotics Export,Technology,False
P04181,Industrial Robotics Export,Technology,False
P04182,Green Steel Plant,Metals,True
P04183,Hydro Power Expansion,Energy,True
P04184,Offshore Wind Turbine Delivery,Renewable Energy,True
P04185,Carbon Capture Installation,Energy,True
P04186,Carbon Capture Installation,Energy,True
P04187,Green Steel Plant,Metals,True
P04188,Electric Maritime Vessel,Maritime,True
P04189,Electric Maritime Vessel,Maritime,True
P04190,Fertilizer Plant Upgrade,Chemicals,False
P04191,Green Steel Plant,Metals,True
P04192,Automated Quality Inspection,Certification,False
P04193,Carbon Capture Installation,Energy,True
P04194,Carbon Capture Installation,Energy,True
P04195,Hydro Power Expansion,Energy,True
P04196,Carbon Capture Installation,Energy,True
P04197,Carbon Capture Installation,Energy,True
P04198,Carbon Capture Installation,Energy,True
P04199,Defense System Export to Poland,Defense,False
P04200,Hydro Power Expansion,Energy,True
P04201,Green Steel Plant,Metals,True
P04202,Green Steel Plant,Metals,True
P04203,Green Steel Plant,Metals,True
P04204,Fertilizer Plant Upgrade,Chemicals,False
P04205,Smart Grid Installation,Energy,True
P04206,Industrial Robotics Export,Technology,False
P04207,Defense System Export to Poland,Defense,False
P04208,Defense System Export to Poland,Defense,False
P04209,Defense System Export to Poland,Defense,False
P04210,Smart Grid Installation,Energy,True
P04211,Electric Maritime Vessel,Maritime,True
P04212,Hydro Power Expansion,Energy,True
P04213,Smart Grid Installation,Energy,True
P04214,Offshore Wind Turbine Delivery,Renewable Energy,True
P04215,Carbon Capture Installation,Energy,True
P04216,Carbon Capture Installation,Energy,True
P04217,Industrial Robotics Export,Technology,False
P04218,Smart Grid Installation,Energy,True
P04219,Defense System Export to Poland,Defense,False
P04220,Hydro Power Expansion,Energy,True
P04221,Defense System Export to Poland,Defense,False
P04222,Industrial Robotics Export,Technology,False
P04223,Electric Maritime Vessel,Maritime,True
P04224,Electric Maritime Vessel,Maritime,True
P04225,Offshore Wind Turbine Delivery,Renewable Energy,True
P04226,Smart Grid Installation,Energy,True
P04227,Hydro Power Expansion,Energy,True
P04228,Carbon Capture Installation,Energy,True
P04229,Green Steel Plant,Metals,True
P04230,Defense System Export to Poland,Defense,False
P04231,Fertilizer Plant Upgrade,Chemicals,False
P04232,Hydro Power Expansion,Energy,True
P04233,Green Steel Plant,Metals,True
P04234,Offshore Wind Turbine Delivery,Renewable Energy,True
P04235,Defense System Export to Poland,Defense,False
P04236,Industrial Robotics Export,Technology,False
P04237,Green Steel Plant,Metals,True
P04238,Offshore Wind Turbine Delivery,Renewable Energy,True
P04239,Green Steel Plant,Metals,True
P04240,Automated Quality Inspection,Certification,False
P04241,Offshore Wind Turbine Delivery,Renewable Energy,True
P04242,Offshore Wind Turbine Delivery,Renewable Energy,True
P04243,Defense System Export to Poland,Defense,False
P04244,Automated Quality Inspection,Certification,False
P04245,Fertilizer Plant Upgrade,Chemicals,False
P04246,Offshore Wind Turbine Delivery,Renewable Energy,True
P04247,Hydro Power Expansion,Energy,True
P04248,Hydro Power Expansion,Energy,True
P04249,Industrial Robotics Export,Technology,False
P04250,Smart Grid Installation,Energy,True
P04251,Electric Maritime Vessel,Maritime,True
P04252,Hydro Power Expansion,Energy,True
P04253,Fertilizer Plant Upgrade,Chemicals,False
P04254,Defense System Export to Poland,Defense,False
P04255,Green Steel Plant,Metals,True
P04256,Electric Maritime Vessel,Maritime,True
P04257,Automated Quality Inspection,Certification,False
P04258,Industrial Robotics Export,Technology,False
P04259,Industrial Robotics Export,Technology,False
P04260,Automated Quality Inspection,Certification,False
P04261,Smart Grid Installation,Energy,True
P04262,Carbon Capture Installation,Energy,True
P04263,Smart Grid Installation,Energy,True
P04264,Industrial Robotics Export,Technology,False
P04265,Carbon Capture Installation,Energy,True
P04266,Fertilizer Plant Upgrade,Chemicals,False
P04267,Electric Maritime Vessel,Maritime,True
P04268,Green Steel Plant,Metals,True
P04269,Electric Maritime Vessel,Maritime,True
P04270,Industrial Robotics Export,Technology,False
P04271,Fertilizer Plant Upgrade,Chemicals,False
P04272,Automated Quality Inspection,Certification,False
P04273,Offshore Wind Turbine Delivery,Renewable Energy,True
P04274,Hydro Power Expansion,Energy,True
P04275,Offshore Wind Turbine Delivery,Renewable Energy,True
P04276,Industrial Robotics Export,Technology,False
P04277,Automated Quality Inspection,Certification,False
P04278,Green Steel Plant,Metals,True
P04279,Industrial Robotics Export,Technology,False
P04280,Carbon Capture Installation,Energy,True
P04281,Industrial Robotics Export,Technology,False
P04282,Hydro Power Expansion,Energy,True
P04283,Defense System Export to Poland,Defense,False
P04284,Offshore Wind Turbine Delivery,Renewable Energy,True
P04285,Smart Grid Installation,Energy,True
P04286,Carbon Capture Installation,Energy,True
P04287,Defense System Export to Poland,Defense,False
P04288,Offshore Wind Turbine Delivery,Renewable Energy,True
P04289,Smart Grid Installation,Energy,True
P04290,Green Steel Plant,Metals,True
P04291,Smart Grid Installation,Energy,True
P04292,Industrial Robotics Export,Technology,False
P04293,Green Steel Plant,Metals,True
P04294,Defense System Export to Poland,Defense,False
P04295,Green Steel Plant,Metals,True
P04296,Offshore Wind Turbine Delivery,Renewable Energy,True
P04297,Electric Maritime Vessel,Maritime,True
P04298,Offshore Wind Turbine Delivery,Renewable Energy,True
P04299,Automated Quality Inspection,Certification,False
P04300,Defense System Export to Poland,Defense,False
P04301,Industrial Robotics Export,Technology,False
P04302,Automated Quality Inspection,Certification,False
P04303,Carbon Capture Installation,Energy,True
P04304,Defense System Export to Poland,Defense,False
P04305,Automated Quality Inspection,Certification,False
P04306,Hydro Power Expansion,Energy,True
P04307,Carbon Capture Installation,Energy,True
P04308,Defense System Export to Poland,Defense,False
P04309,Carbon Capture Installation,Energy,True
P04310,Industrial Robotics Export,Technology,False
P04311,Industrial Robotics Export,Technology,False
P04312,Fertilizer Plant Upgrade,Chemicals,False
P04313,Smart Grid Installation,Energy,True
P04314,Defense System Export to Poland,Defense,False
P04315,Carbon Capture Installation,Energy,True
P04316,Automated Quality Inspection,Certification,False
P04317,Hydro Power Expansion,Energy,True
P04318,Electric Maritime Vessel,Maritime,True
P04319,Industrial Robotics Export,Technology,False
P04320,Smart Grid Installation,Energy,True
P04321,Defense System Export to Poland,Defense,False
P04322,Defense System Export to Poland,Defense,False
P04323,Offshore Wind Turbine Delivery,Renewable Energy,True
P04324,Carbon Capture Installation,Energy,True
P04325,Smart Grid Installation,Energy,True
P04326,Industrial Robotics Export,Technology,False
P04327,Hydro Power Expansion,Energy,True
P04328,Industrial Robotics Export,Technology,False
P04329,Hydro Power Expansion,Energy,True
P04330,Smart Grid Installation,Energy,True
P04331,Automated Quality Inspection,Certification,False
P04332,Fertilizer Plant Upgrade,Chemicals,False
P04333,Offshore Wind Turbine Delivery,Renewable Energy,True
P04334,Carbon Capture Installation,Energy,True
P04335,Green Steel Plant,Metals,True
P04336,Hydro Power Expansion,Energy,True
P04337,Smart Grid Installation,Energy,True
P04338,Carbon Capture Installation,Energy,True
P04339,Smart Grid Installation,Energy,True
P04340,Industrial Robotics Export,Technology,False
P04341,Smart Grid Installation,Energy,True
P04342,Fertilizer Plant Upgrade,Chemicals,False
P04343,Electric Maritime Vessel,Maritime,True
P04344,Hydro Power Expansion,Energy,True
P04345,Industrial Robotics Export,Technology,False
P04346,Hydro Power Expansion,Energy,True
P04347,Automated Quality Inspection,Certification,False
P04348,Electric Maritime Vessel,Maritime,True
P04349,Green Steel Plant,Metals,True
P04350,Electric Maritime Vessel,Maritime,True
P04351,Industrial Robotics Export,Technology,False
P04352,Electric Maritime Vessel,Maritime,True
P04353,Offshore Wind Turbine Delivery,Renewable Energy,True
P04354,Electric Maritime Vessel,Maritime,True
P04355,Defense System Export to Poland,Defense,False
P04356,Defense System Export to Poland,Defense,False
P04357,Industrial Robotics Export,Technology,False
P04358,Industrial Robotics Export,Technology,False
P04359,Defense System Export to Poland,Defense,False
P04360,Carbon Capture Installation,Energy,True
P04361,Offshore Wind Turbine Delivery,Renewable Energy,True
P04362,Automated Quality Inspection,Certification,False
P04363,Carbon Capture Installation,Energy,True
P04364,Smart Grid Installation,Energy,True
P04365,Defense System Export to Poland,Defense,False
P04366,Automated Quality Inspection,Certification,False
P04367,Defense System Export to Poland,Defense,False
P04368,Smart Grid Installation,Energy,True
P04369,Carbon Capture Installation,Energy,True
P04370,Smart Grid Installation,Energy,True
P04371,Industrial Robotics Export,Technology,False
P04372,Industrial Robotics Export,Technology,False
P04373,Electric Maritime Vessel,Maritime,True
P04374,Carbon Capture Installation,Energy,True
P04375,Industrial Robotics Export,Technology,False
P04376,Hydro Power Expansion,Energy,True
P04377,Industrial Robotics Export,Technology,False
P04378,Carbon Capture Installation,Energy,True
P04379,Automated Quality Inspection,Certification,False
P04380,Carbon Capture Installation,Energy,True
P04381,Industrial Robotics Export,Technology,False
P04382,Hydro Power Expansion,Energy,True
P04383,Industrial Robotics Export,Technology,False
P04384,Offshore Wind Turbine Delivery,Renewable Energy,True
P04385,Fertilizer Plant Upgrade,Chemicals,False
P04386,Electric Maritime Vessel,Maritime,True
P04387,Defense System Export to Poland,Defense,False
P04388,Industrial Robotics Export,Technology,False
P04389,Automated Quality Inspection,Certification,False
P04390,Offshore Wind Turbine Delivery,Renewable Energy,True
P04391,Defense System Export to Poland,Defense,False
P04392,Electric Maritime Vessel,Maritime,True
P04393,Smart Grid Installation,Energy,True
P04394,Carbon Capture Installation,Energy,True
P04395,Automated Quality Inspection,Certification,False
P04396,Automated Quality Inspection,Certification,False
P04397,Hydro Power Expansion,Energy,True
P04398,Smart Grid Installation,Energy,True
P04399,Green Steel Plant,Metals,True
P04400,Smart Grid Installation,Energy,True
P04401,Electric Maritime Vessel,Maritime,True
P04402,Automated Quality Inspection,Certification,False
P04403,Industrial Robotics Export,Technology,False
P04404,Green Steel Plant,Metals,True
P04405,Electric Maritime Vessel,Maritime,True
P04406,Green Steel Plant,Metals,True
P04407,Smart Grid Installation,Energy,True
P04408,Smart Grid Installation,Energy,True
P04409,Electric Maritime Vessel,Maritime,True
P04410,Hydro Power Expansion,Energy,True
P04411,Fertilizer Plant Upgrade,Chemicals,False
P04412,Defense System Export to Poland,Defense,False
P04413,Hydro Power Expansion,Energy,True
P04414,Offshore Wind Turbine Delivery,Renewable Energy,True
P04415,Automated Quality Inspection,Certification,False
P04416,Automated Quality Inspection,Certification,False
P04417,Green Steel Plant,Metals,True
P04418,Electric Maritime Vessel,Maritime,True
P04419,Carbon Capture Installation,Energy,True
P04420,Offshore Wind Turbine Delivery,Renewable Energy,True
P04421,Automated Quality Inspection,Certification,False
P04422,Green Steel Plant,Metals,True
P04423,Automated Quality Inspection,Certification,False
P04424,Green Steel Plant,Metals,True
P04425,Hydro Power Expansion,Energy,True
P04426,Smart Grid Installation,Energy,True
P04427,Fertilizer Plant Upgrade,Chemicals,False
P04428,Green Steel Plant,Metals,True
P04429,Defense System Export to Poland,Defense,False
P04430,Carbon Capture Installation,Energy,True
P04431,Carbon Capture Installation,Energy,True
P04432,Hydro Power Expansion,Energy,True
P04433,Hydro Power Expansion,Energy,True
P04434,Hydro Power Expansion,Energy,True
P04435,Green Steel Plant,Metals,True
P04436,Defense System Export to Poland,Defense,False
P04437,Automated Quality Inspection,Certification,False
P04438,Fertilizer Plant Upgrade,Chemicals,False
P04439,Industrial Robotics Export,Technology,False
P04440,Defense System Export to Poland,Defense,False
P04441,Fertilizer Plant Upgrade,Chemicals,False
P04442,Automated Quality Inspection,Certification,False
P04443,Offshore Wind Turbine Delivery,Renewable Energy,True
P04444,Automated Quality Inspection,Certification,False
P04445,Hydro Power Expansion,Energy,True
P04446,Smart Grid Installation,Energy,True
P04447,Automated Quality Inspection,Certification,False
P04448,Fertilizer Plant Upgrade,Chemicals,False
P04449,Offshore Wind Turbine Delivery,Renewable Energy,True
P04450,Smart Grid Installation,Energy,True
P04451,Green Steel Plant,Metals,True
P04452,Automated Quality Inspection,Certification,False
P04453,Smart Grid Installation,Energy,True
P04454,Fertilizer Plant Upgrade,Chemicals,False
P04455,Carbon Capture Installation,Energy,True
P04456,Hydro Power Expansion,Energy,True
P04457,Fertilizer Plant Upgrade,Chemicals,False
P04458,Offshore Wind Turbine Delivery,Renewable Energy,True
P04459,Electric Maritime Vessel,Maritime,True
P04460,Automated Quality Inspection,Certification,False
P04461,Automated Quality Inspection,Certification,False
P04462,Automated Quality Inspection,Certification,False
P04463,Green Steel Plant,Metals,True
P04464,Offshore Wind Turbine Delivery,Renewable Energy,True
P04465,Fertilizer Plant Upgrade,Chemicals,False
P04466,Fertilizer Plant Upgrade,Chemicals,False
P04467,Defense System Export to Poland,Defense,False
P04468,Hydro Power Expansion,Energy,True
P04469,Electric Maritime Vessel,Maritime,True
P04470,Offshore Wind Turbine Delivery,Renewable Energy,True
P04471,Fertilizer Plant Upgrade,Chemicals,False
P04472,Hydro Power Expansion,Energy,True
P04473,Industrial Robotics Export,Technology,False
P04474,Smart Grid Installation,Energy,True
P04475,Industrial Robotics Export,Technology,False
P04476,Offshore Wind Turbine Delivery,Renewable Energy,True
P04477,Offshore Wind Turbine Delivery,Renewable Energy,True
P04478,Automated Quality Inspection,Certification,False
P04479,Defense System Export to Poland,Defense,False
P04480,Green Steel Plant,Metals,True
P04481,Defense System Export to Poland,Defense,False
P04482,Hydro Power Expansion,Energy,True
P04483,Carbon Capture Installation,Energy,True
P04484,Electric Maritime Vessel,Maritime,True
P04485,Defense System Export to Poland,Defense,False
P04486,Automated Quality Inspection,Certification,False
P04487,Smart Grid Installation,Energy,True
P04488,Smart Grid Installation,Energy,True
P04489,Smart Grid Installation,Energy,True
P04490,Green Steel Plant,Metals,True
P04491,Automated Quality Inspection,Certification,False
P04492,Smart Grid Installation,Energy,True
P04493,Industrial Robotics Export,Technology,False
P04494,Defense System Export to Poland,Defense,False
P04495,Hydro Power Expansion,Energy,True
P04496,Fertilizer Plant Upgrade,Chemicals,False
P04497,Automated Quality Inspection,Certification,False
P04498,Industrial Robotics Export,Technology,False
P04499,Offshore Wind Turbine Delivery,Renewable Energy,True
P04500,Industrial Robotics Export,Technology,False
P04501,Offshore Wind Turbine Delivery,Renewable Energy,True
P04502,Carbon Capture Installation,Energy,True
P04503,Electric Maritime Vessel,Maritime,True
P04504,Offshore Wind Turbine Delivery,Renewable Energy,True
P04505,Industrial Robotics Export,Technology,False
P04506,Carbon Capture Installation,Energy,True
P04507,Automated Quality Inspection,Certification,False
P04508,Smart Grid Installation,Energy,True
P04509,Defense System Export to Poland,Defense,False
P04510,Fertilizer Plant Upgrade,Chemicals,False
P04511,Hydro Power Expansion,Energy,True
P04512,Electric Maritime Vessel,Maritime,True
P04513,Industrial Robotics Export,Technology,False
P04514,Fertilizer Plant Upgrade,Chemicals,False
P04515,Offshore Wind Turbine Delivery,Renewable Energy,True
P04516,Industrial Robotics Export,Technology,False
P04517,Automated Quality Inspection,Certification,False
P04518,Defense System Export to Poland,Defense,False
P04519,Smart Grid Installation,Energy,True
P04520,Industrial Robotics Export,Technology,False
P04521,Electric Maritime Vessel,Maritime,True
P04522,Automated Quality Inspection,Certification,False
P04523,Defense System Export to Poland,Defense,False
P04524,Fertilizer Plant Upgrade,Chemicals,False
P04525,Fertilizer Plant Upgrade,Chemicals,False
P04526,Defense System Export to Poland,Defense,False
P04527,Hydro Power Expansion,Energy,True
P04528,Green Steel Plant,Metals,True
P04529,Industrial Robotics Export,Technology,False
P04530,Fertilizer Plant Upgrade,Chemicals,False
P04531,Green Steel Plant,Metals,True
P04532,Electric Maritime Vessel,Maritime,True
P04533,Fertilizer Plant Upgrade,Chemicals,False
P04534,Industrial Robotics Export,Technology,False
P04535,Carbon Capture Installation,Energy,True
P04536,Electric Maritime Vessel,Maritime,True
P04537,Fertilizer Plant Upgrade,Chemicals,False
P04538,Fertilizer Plant Upgrade,Chemicals,False
P04539,Carbon Capture Installation,Energy,True
P04540,Electric Maritime Vessel,Maritime,True
P04541,Offshore Wind Turbine Delivery,Renewable Energy,True
P04542,Offshore Wind Turbine Delivery,Renewable Energy,True
P04543,Green Steel Plant,Metals,True
P04544,Hydro Power Expansion,Energy,True
P04545,Automated Quality Inspection,Certification,False
P04546,Green Steel Plant,Metals,True
P04547,Offshore Wind Turbine Delivery,Renewable Energy,True
P04548,Green Steel Plant,Metals,True
P04549,Hydro Power Expansion,Energy,True
P04550,Fertilizer Plant Upgrade,Chemicals,False
P04551,Electric Maritime Vessel,Maritime,True
P04552,Offshore Wind Turbine Delivery,Renewable Energy,True
P04553,Industrial Robotics Export,Technology,False
P04554,Defense System Export to Poland,Defense,False
P04555,Fertilizer Plant Upgrade,Chemicals,False
P04556,Industrial Robotics Export,Technology,False
P04557,Offshore Wind Turbine Delivery,Renewable Energy,True
P04558,Industrial Robotics Export,Technology,False
P04559,Smart Grid Installation,Energy,True
P04560,Automated Quality Inspection,Certification,False
P04561,Defense System Export to Poland,Defense,False
P04562,Smart Grid Installation,Energy,True
P04563,Electric Maritime Vessel,Maritime,True
P04564,Fertilizer Plant Upgrade,Chemicals,False
P04565,Fertilizer Plant Upgrade,Chemicals,False
P04566,Industrial Robotics Export,Technology,False
P04567,Automated Quality Inspection,Certification,False
P04568,Hydro Power Expansion,Energy,True
P04569,Green Steel Plant,Metals,True
P04570,Automated Quality Inspection,Certification,False
P04571,Smart Grid Installation,Energy,True
P04572,Offshore Wind Turbine Delivery,Renewable Energy,True
P04573,Fertilizer Plant Upgrade,Chemicals,False
P04574,Electric Maritime Vessel,Maritime,True
P04575,Defense System Export to Poland,Defense,False
P04576,Green Steel Plant,Metals,True
P04577,Offshore Wind Turbine Delivery,Renewable Energy,True
P04578,Defense System Export to Poland,Defense,False
P04579,Automated Quality Inspection,Certification,False
P04580,Fertilizer Plant Upgrade,Chemicals,False
P04581,Electric Maritime Vessel,Maritime,True
P04582,Smart Grid Installation,Energy,True
P04583,Electric Maritime Vessel,Maritime,True
P04584,Automated Quality Inspection,Certification,False
P04585,Industrial Robotics Export,Technology,False
P04586,Hydro Power Expansion,Energy,True
P04587,Fertilizer Plant Upgrade,Chemicals,False
P04588,Automated Quality Inspection,Certification,False
P04589,Smart Grid Installation,Energy,True
P04590,Industrial Robotics Export,Technology,False
P04591,Carbon Capture Installation,Energy,True
P04592,Offshore Wind Turbine Delivery,Renewable Energy,True
P04593,Defense System Export to Poland,Defense,False
P04594,Smart Grid Installation,Energy,True
P04595,Automated Quality Inspection,Certification,False
P04596,Defense System Export to Poland,Defense,False
P04597,Industrial Robotics Export,Technology,False
P04598,Defense System Export to Poland,Defense,False
P04599,Smart Grid Installation,Energy,True
P04600,Defense System Export to Poland,Defense,False
P04601,Smart Grid Installation,Energy,True
P04602,Electric Maritime Vessel,Maritime,True
P04603,Automated Quality Inspection,Certification,False
P04604,Fertilizer Plant Upgrade,Chemicals,False
P04605,Automated Quality Inspection,Certification,False
P04606,Fertilizer Plant Upgrade,Chemicals,False
P04607,Green Steel Plant,Metals,True
P04608,Smart Grid Installation,Energy,True
P04609,Hydro Power Expansion,Energy,True
P04610,Automated Quality Inspection,Certification,False
P04611,Offshore Wind Turbine Delivery,Renewable Energy,True
P04612,Hydro Power Expansion,Energy,True
P04613,Electric Maritime Vessel,Maritime,True
P04614,Fertilizer Plant Upgrade,Chemicals,False
P04615,Smart Grid Installation,Energy,True
P04616,Defense System Export to Poland,Defense,False
P04617,Fertilizer Plant Upgrade,Chemicals,False
P04618,Industrial Robotics Export,Technology,False
P04619,Hydro Power Expansion,Energy,True
P04620,Defense System Export to Poland,Defense,False
P04621,Offshore Wind Turbine Delivery,Renewable Energy,True
P04622,Industrial Robotics Export,Technology,False
P04623,Offshore Wind Turbine Delivery,Renewable Energy,True
P04624,Automated Quality Inspection,Certification,False
P04625,Electric Maritime Vessel,Maritime,True
P04626,Defense System Export to Poland,Defense,False
P04627,Smart Grid Installation,Energy,True
P04628,Electric Maritime Vessel,Maritime,True
P04629,Smart Grid Installation,Energy,True
P04630,Smart Grid Installation,Energy,True
P04631,Green Steel Plant,Metals,True
P04632,Green Steel Plant,Metals,True
P04633,Automated Quality Inspection,Certification,False
P04634,Fertilizer Plant Upgrade,Chemicals,False
P04635,Fertilizer Plant Upgrade,Chemicals,False
P04636,Hydro Power Expansion,Energy,True
P04637,Fertilizer Plant Upgrade,Chemicals,False
P04638,Electric Maritime Vessel,Maritime,True
P04639,Carbon Capture Installation,Energy,True
P04640,Industrial Robotics Export,Technology,False
P04641,Defense System Export to Poland,Defense,False
P04642,Fertilizer Plant Upgrade,Chemicals,False
P04643,Green Steel Plant,Metals,True
P04644,Offshore Wind Turbine Delivery,Renewable Energy,True
P04645,Green Steel Plant,Metals,True
P04646,Hydro Power Expansion,Energy,True
P04647,Green Steel Plant,Metals,True
P04648,Smart Grid Installation,Energy,True
P04649,Offshore Wind Turbine Delivery,Renewable Energy,True
P04650,Defense System Export to Poland,Defense,False
P04651,Offshore Wind Turbine Delivery,Renewable Energy,True
P04652,Smart Grid Installation,Energy,True
P04653,Carbon Capture Installation,Energy,True
P04654,Defense System Export to Poland,Defense,False
P04655,Industrial Robotics Export,Technology,False
P04656,Electric Maritime Vessel,Maritime,True
P04657,Offshore Wind Turbine Delivery,Renewable Energy,True
P04658,Carbon Capture Installation,Energy,True
P04659,Automated Quality Inspection,Certification,False
P04660,Industrial Robotics Export,Technology,False
P04661,Fertilizer Plant Upgrade,Chemicals,False
P04662,Green Steel Plant,Metals,True
P04663,Hydro Power Expansion,Energy,True
P04664,Electric Maritime Vessel,Maritime,True
P04665,Industrial Robotics Export,Technology,False
P04666,Green Steel Plant,Metals,True
P04667,Carbon Capture Installation,Energy,True
P04668,Fertilizer Plant Upgrade,Chemicals,False
P04669,Automated Quality Inspection,Certification,False
P04670,Industrial Robotics Export,Technology,False
P04671,Electric Maritime Vessel,Maritime,True
P04672,Fertilizer Plant Upgrade,Chemicals,False
P04673,Fertilizer Plant Upgrade,Chemicals,False
P04674,Carbon Capture Installation,Energy,True
P04675,Hydro Power Expansion,Energy,True
P04676,Green Steel Plant,Metals,True
P04677,Fertilizer Plant Upgrade,Chemicals,False
P04678,Fertilizer Plant Upgrade,Chemicals,False
P04679,Carbon Capture Installation,Energy,True
P04680,Smart Grid Installation,Energy,True
P04681,Hydro Power Expansion,Energy,True
P04682,Smart Grid Installation,Energy,True
P04683,Fertilizer Plant Upgrade,Chemicals,False
P04684,Hydro Power Expansion,Energy,True
P04685,Defense System Export to Poland,Defense,False
P04686,Green Steel Plant,Metals,True
P04687,Automated Quality Inspection,Certification,False
P04688,Defense System Export to Poland,Defense,False
P04689,Offshore Wind Turbine Delivery,Renewable Energy,True
P04690,Hydro Power Expansion,Energy,True
P04691,Fertilizer Plant Upgrade,Chemicals,False
P04692,Smart Grid Installation,Energy,True
P04693,Offshore Wind Turbine Delivery,Renewable Energy,True
P04694,Smart Grid Installation,Energy,True
P04695,Defense System Export to Poland,Defense,False
P04696,Carbon Capture Installation,Energy,True
P04697,Hydro Power Expansion,Energy,True
P04698,Defense System Export to Poland,Defense,False
P04699,Offshore Wind Turbine Delivery,Renewable Energy,True
P04700,Defense System Export to Poland,Defense,False
P04701,Smart Grid Installation,Energy,True
P04702,Automated Quality Inspection,Certification,False
P04703,Electric Maritime Vessel,Maritime,True
P04704,Automated Quality Inspection,Certification,False
P04705,Fertilizer Plant Upgrade,Chemicals,False
P04706,Automated Quality Inspection,Certification,False
P04707,Fertilizer Plant Upgrade,Chemicals,False
P04708,Hydro Power Expansion,Energy,True
P04709,Green Steel Plant,Metals,True
P04710,Green Steel Plant,Metals,True
P04711,Electric Maritime Vessel,Maritime,True
P04712,Smart Grid Installation,Energy,True
